Year	Location	State	Entry	Grainyield	Testweight	Plantheight
2007	Dinajpur	ND	CA905-749	49.0724058	60.7490383	76.2
2007	Dinajpur	ND	MN03358-4	49.0093775	57.2408217	71.96666658
2007	Dinajpur	ND	01S0042-10	48.6845392	59.2414533	59.26666658
2007	Dinajpur	ND	SD3948	46.762175	59.8103533	65.19333342
2007	Dinajpur	ND	NDSW0601	46.0737117	56.1693933	72.81333342
2007	Dinajpur	ND	Verde	44.8301142	56.83311	71.12
2007	Dinajpur	ND	MN03196	44.5440625	59.27938	72.81333342
2007	Dinajpur	ND	CA905-776	44.5004275	53.9222383	66.04
2007	Dinajpur	ND	SD3956	43.0507758	59.05182	60.96
2007	Dinajpur	ND	CA905-750	42.1708033	60.4266617	71.96666658
2007	Dinajpur	ND	Keene	39.94057	58.3312133	85.51333342
2007	Dinajpur	ND	NDSW0449	39.4945233	58.5587733	75.35333342
2007	Dinajpur	ND	MT0415	37.5261	57.11756	74.50666658
2007	Dinajpur	ND	MN03119-4	37.0121767	57.5631983	67.73333342
2007	Dinajpur	ND	BW873	36.8182433	57.4683817	72.81333342
2007	Dinajpur	ND	2375	36.5685542	57.62957	60.11333342
2007	Dinajpur	ND	NDSW0481	34.6486142	57.11756	73.66
2007	Dinajpur	ND	MN02255	34.6389175	56.463325	76.2
2007	Dinajpur	ND	BW362	31.9820308	57.9329833	76.2
2007	Dinajpur	ND	06MSP3	31.47538	55.5436033	60.11333342
2007	Dinajpur	ND	WA008013	31.1481175	57.9045383	84.66666658
2007	Dinajpur	ND	MT0516	30.4935925	54.7661067	68.58
2007	Dinajpur	ND	BW357	27.9433692	58.1510617	80.43333342
2007	Dinajpur	ND	ES95	24.217425	52.5189517	83.82
2007	Dinajpur	ND	Chris	23.7180467	54.7092167	82.97333342
2007	Dinajpur	ND	BZ903-513W	23.6477458	57.0985967	65.19333342
2007	Dinajpur	ND	Marquis	20.7314733	54.7376617	90.59333342
2007	GPB	WA	00S0291-3	74.3	60.9	86.36
2007	GPB	WA	MN03358-4	73.6	61.8	93.98
2007	GPB	WA	00S0211-29-4	71.9	62.6	88.9
2007	GPB	WA	06MSP3	71.9	61.9	81.28
2007	GPB	WA	BZ903-513W	70.6	60.7	88.9
2007	GPB	WA	ND05/1-3	70.4	60	88.9
2007	GPB	WA	MN02255	70.3	61.7	88.9
2007	GPB	WA	MT0516	70.2	60.7	91.44
2007	GPB	WA	ND04/3-20	69.9	60.1	99.06
2007	GPB	WA	MN03196	69.1	61.8	83.82
2007	GPB	WA	00S0292-14	68.7	61.5	81.28
2007	GPB	WA	06MSP18	68.6	58.9	86.36
2007	GPB	WA	MN03119-4	67.3	61.7	91.44
2007	GPB	WA	MT0415	66.8	60.4	93.98
2007	GPB	WA	BW357	66.8	62.5	111.76
2007	GPB	WA	SD3942	66.2	61.1	88.9
2007	GPB	WA	ND05/1-1	65.2	61.3	99.06
2007	GPB	WA	WA008013	65.2	61	116.84
2007	GPB	WA	MN03308-4	64.9	60.5	91.44
2007	GPB	WA	NDSW0601	64.7	60.8	88.9
2007	GPB	WA	BW873	64.4	60.4	109.22
2007	GPB	WA	CA905-749	64.2	62.6	86.36
2007	GPB	WA	SD3943	63.7	60.4	91.44
2007	GPB	WA	ND05/1-2	63.4	60.8	104.14
2007	GPB	WA	NDSW0481	63	59.5	93.98
2007	GPB	WA	NDSW0430	62.3	62.2	88.9
2007	GPB	WA	ES95	61.6	59.3	106.68
2007	GPB	WA	BW362	61	60.7	106.68
2007	GPB	WA	2375	60.9	61.4	93.98
2007	GPB	WA	ND04/3-21	60.9	61.9	91.44
2007	GPB	WA	NDSW0449	60.5	61.3	91.44
2007	GPB	WA	CA905-776	60.5	56.6	86.36
2007	GPB	WA	CA905-750	60	61.5	86.36
2007	GPB	WA	SD3956	59.6	61.5	91.44
2007	GPB	WA	SD3948	59	62.2	91.44
2007	GPB	WA	SD3944	58.8	60.4	93.98
2007	GPB	WA	Keene	58.6	60	109.22
2007	GPB	WA	Verde	56.8	59.5	83.82
2007	GPB	WA	01S0042-10	53.1	62.4	81.28
2007	GPB	WA	Marquis	49.6	59.9	121.92
2007	GPB	WA	Chris	48.1	58	114.3
2007	Dhakal	MN	01S0042-10	81.5	60.8	76.7
2007	Dhakal	MN	00S0211-29-4	78.2	59.9	83.7
2007	Dhakal	MN	00S0292-14	74.8	60.1	69.3
2007	Dhakal	MN	MN03119-4	73.6	61.6	86
2007	Dhakal	MN	NDSW0430	71.7	60.8	85.7
2007	Dhakal	MN	00S0291-3	71.4	58.8	76.3
2007	Dhakal	MN	MN03358-4	69.7	60.1	82.3
2007	Dhakal	MN	CA905-749	69.5	61.6	85
2007	Dhakal	MN	CA905-750	68.6	61.9	84
2007	Dhakal	MN	MN03196	68.4	60.6	81
2007	Dhakal	MN	Verde	68.2	58.9	77.3
2007	Dhakal	MN	MT0415	68	59.8	85.3
2007	Dhakal	MN	ND04/3-21	67.6	59.4	86.7
2007	Dhakal	MN	SD3943	67.5	60.3	89
2007	Dhakal	MN	06MSP18	67	57.5	75.3
2007	Dhakal	MN	ND05/1-3	67	59.5	80.7
2007	Dhakal	MN	SD3944	67	59.9	88.7
2007	Dhakal	MN	ND05/1-1	66.2	60.2	88.7
2007	Dhakal	MN	BW873	64.8	60.6	92.7
2007	Dhakal	MN	MN02255	62.5	58.8	83.3
2007	Dhakal	MN	ES95	61.8	56.8	98
2007	Dhakal	MN	MT0516	61.8	59.5	83
2007	Dhakal	MN	ND05/1-2	61.4	59.4	95.7
2007	Dhakal	MN	06MSP3	61.3	58.9	77.3
2007	Dhakal	MN	2375	61.2	60.2	87.7
2007	Dhakal	MN	NDSW0449	60.9	59.8	86
2007	Dhakal	MN	NDSW0601	58.8	57.8	77
2007	Dhakal	MN	CA905-776	58.4	56	81
2007	Dhakal	MN	WA008013	58	59.8	93.3
2007	Dhakal	MN	NDSW0481	57.6	58.4	88
2007	Dhakal	MN	BW357	56.9	60.8	98
2007	Dhakal	MN	ND04/3-20	56.5	57.5	89
2007	Dhakal	MN	MN03308-4	55.2	57.8	81
2007	Dhakal	MN	BZ903-513W	54.7	60.3	82.7
2007	Dhakal	MN	SD3942	52.9	60.3	82.7
2007	Dhakal	MN	SD3948	51.3	60.9	90.7
2007	Dhakal	MN	Keene	51.2	58.9	94.7
2007	Dhakal	MN	BW362	44	60.3	95.7
2007	Dhakal	MN	Chris	42.3	57.7	94
2007	Dhakal	MN	Marquis	37.1	57.2	97
2007	Dhakal	MN	SD3956	NA	60.1	86.3
2007	SwiftCurrent	SC	MT0415	41.7677555	60.06763224	76
2007	SwiftCurrent	SC	MT0516	40.907293	59.85597744	72.66666667
2007	SwiftCurrent	SC	00S0211-29-4	40.7025935	60.51916248	68.66666667
2007	SwiftCurrent	SC	MN03358-4	40.150086	58.24740096	73.33333333
2007	SwiftCurrent	SC	ND05/1-1	39.7243835	61.76087064	80.66666667
2007	SwiftCurrent	SC	MN03119-4	39.7171375	62.02896672	74.66666667
2007	SwiftCurrent	SC	01S0042-10	39.715326	60.75903792	64
2007	SwiftCurrent	SC	06MSP3	39.2533935	60.34983864	66
2007	SwiftCurrent	SC	SD3956	39.189991	60.8154792	75.33333333
2007	SwiftCurrent	SC	ND04/3-21	39.0468825	61.47866424	76
2007	SwiftCurrent	SC	00S0291-3	38.976234	58.43083512	69.33333333
2007	SwiftCurrent	SC	BW873	38.762477	58.82592408	87.33333333
2007	SwiftCurrent	SC	Verde	38.599442	58.74126216	74
2007	SwiftCurrent	SC	ND05/1-3	38.324094	57.62654688	74.66666667
2007	SwiftCurrent	SC	00S0292-14	38.211781	59.23512336	65.33333333
2007	SwiftCurrent	SC	SD3948	38.0396885	60.57560376	77.33333333
2007	SwiftCurrent	SC	BZ903-513W	37.7281105	60.36394896	72
2007	SwiftCurrent	SC	SD3942	37.411098	60.20873544	70.66666667
2007	SwiftCurrent	SC	SD3944	37.407475	59.63021232	78.66666667
2007	SwiftCurrent	SC	Keene	37.3911715	59.87008776	84
2007	SwiftCurrent	SC	BW357	37.2643665	59.5455504	86
2007	SwiftCurrent	SC	MN02255	37.1411845	59.60199168	71.33333333
2007	SwiftCurrent	SC	CA905-750	37.1049545	60.82958952	76
2007	SwiftCurrent	SC	CA905-776	36.936485	59.30567496	72.66666667
2007	SwiftCurrent	SC	CA905-749	36.8694595	61.84553256	76
2007	SwiftCurrent	SC	ND04/3-20	36.6158495	56.49772128	82.66666667
2007	SwiftCurrent	SC	NDSW0601	36.581431	57.47133336	72.66666667
2007	SwiftCurrent	SC	ND05/1-2	36.48361	59.07990984	82.66666667
2007	SwiftCurrent	SC	NDSW0430	36.3586165	58.9811376	78
2007	SwiftCurrent	SC	BW362	35.7934285	59.1927924	86.66666667
2007	SwiftCurrent	SC	SD3943	35.6992305	59.77131552	73.33333333
2007	SwiftCurrent	SC	MN03196	35.3876525	59.34800592	71.33333333
2007	SwiftCurrent	SC	2375	33.5544145	58.58604864	74
2007	SwiftCurrent	SC	NDSW0449	33.3950025	58.0639668	76
2007	SwiftCurrent	SC	NDSW0481	32.748297	56.49772128	78.66666667
2007	SwiftCurrent	SC	ES95	32.3624475	56.3001768	84
2007	SwiftCurrent	SC	MN03308-4	31.244752	57.58421592	67.33333333
2007	SwiftCurrent	SC	WA008013	31.161423	60.40627992	89.33333333
2007	SwiftCurrent	SC	06MSP18	30.3444365	57.73942944	70.66666667
2007	SwiftCurrent	SC	Marquis	26.23052	58.95291696	90
2007	SwiftCurrent	SC	Chris	25.125505	57.62654688	88.66666667
2007	Sydney	MT	06MSP18	56.97	61	74
2007	Sydney	MT	SD3943	56.97	61.67	88
2007	Sydney	MT	01S0042-10	56.33	62.33	69
2007	Sydney	MT	MT0516	55.93	61.5	80.67
2007	Sydney	MT	MN02255	55.4	62	76.33
2007	Sydney	MT	MT0415	54.63	61	86.67
2007	Sydney	MT	SD3948	53.1	62.17	88.67
2007	Sydney	MT	BZ903-513W	52.43	62.83	81.67
2007	Sydney	MT	ND04/3-21	52.43	62.33	80.33
2007	Sydney	MT	06MSP3	52.3	61	70
2007	Sydney	MT	MN03358-4	52.1	61.33	81.33
2007	Sydney	MT	00S0211-29-4	52.07	61.83	73.33
2007	Sydney	MT	CA905-749	52	63.17	80.67
2007	Sydney	MT	SD3942	50.93	62	83.67
2007	Sydney	MT	WA008013	50.67	61.67	101.3
2007	Sydney	MT	BW873	50.53	60.83	94
2007	Sydney	MT	00S0292-14	50.37	61.67	71
2007	Sydney	MT	NDSW0430	50.27	62.67	80.67
2007	Sydney	MT	ND05/1-1	49.93	61.33	87.33
2007	Sydney	MT	Keene	49.6	61.5	96
2007	Sydney	MT	ND04/3-20	49.4	61	91
2007	Sydney	MT	Verde	49.33	60.67	80
2007	Sydney	MT	SD3944	49.27	61.33	84
2007	Sydney	MT	CA905-750	49.1	63	82
2007	Sydney	MT	NDSW0481	48.83	61.67	88
2007	Sydney	MT	CA905-776	48.73	60.17	78
2007	Sydney	MT	ND05/1-2	48.3	61.83	96
2007	Sydney	MT	SD3956	47.83	62.67	84
2007	Sydney	MT	MN03196	47.73	63	77
2007	Sydney	MT	NDSW0601	47.37	60.83	80.67
2007	Sydney	MT	00S0291-3	47.2	61.17	72
2007	Sydney	MT	MN03119-4	45.9	62	78
2007	Sydney	MT	ND05/1-3	45.8	60.83	77
2007	Sydney	MT	NDSW0449	45.57	61.67	87
2007	Sydney	MT	2375	45.4	61	81.67
2007	Sydney	MT	BW362	44.97	61.33	96
2007	Sydney	MT	BW357	44.87	62.5	95
2007	Sydney	MT	MN03308-4	43.93	61.33	82.67
2007	Sydney	MT	ES95	42.27	58.83	96.67
2007	Sydney	MT	Chris	38.03	59.83	100.7
2007	Sydney	MT	Marquis	36.6	60.17	101.3
2007	RUET	ND	SD3943	52.09	60.5	78
2007	RUET	ND	SD3956	50.74	62.1	80.7
2007	RUET	ND	SD3944	50.67	61.1	82
2007	RUET	ND	ND04/3-21	49.92	61.1	78.3
2007	RUET	ND	MN02255	49.89	61	74.3
2007	RUET	ND	SD3942	49.71	61.5	76
2007	RUET	ND	SD3948	49.08	62.2	81.7
2007	RUET	ND	ND05/1-2	48.76	61.1	91.3
2007	RUET	ND	ND05/1-1	48.57	61	81.7
2007	RUET	ND	MN03358-4	48.1	60.1	76.7
2007	RUET	ND	BW873	47.98	59.9	89
2007	RUET	ND	ND05/1-3	47.89	59.5	80.3
2007	RUET	ND	ND04/3-20	47.74	59	87.7
2007	RUET	ND	00S0211-29-4	47.05	61.5	70.3
2007	RUET	ND	01S0042-10	46.91	61.7	70
2007	RUET	ND	BW357	46.39	61.1	91.7
2007	RUET	ND	Reeder	45.99	60.2	75.3
2007	RUET	ND	MT0415	45.2	60.4	78.3
2007	RUET	ND	00S0291-3	45.08	58.8	74
2007	RUET	ND	NDSW0430	44.97	61	78
2007	RUET	ND	MN03119-4	44.35	60.6	76.7
2007	RUET	ND	MN03196	44.19	61.1	76.3
2007	RUET	ND	BZ903-513W	44.1	61.3	73.3
2007	RUET	ND	BW362	44.03	59.7	88
2007	RUET	ND	MT0516	43.9	60.3	75.7
2007	RUET	ND	NDSW0481	43.78	60.1	79
2007	RUET	ND	NDSW0601	43.27	58.8	75.7
2007	RUET	ND	00S0292-14	43.26	59.7	68.7
2007	RUET	ND	CA905-776	42.64	57.6	77
2007	RUET	ND	2375	42.51	59.5	77.7
2007	RUET	ND	MN03308-4	42.44	58.9	78
2007	RUET	ND	NDSW0449	41.73	60.7	78
2007	RUET	ND	06MSP18	41.53	59.3	70
2007	RUET	ND	06MSP3	41.5	60.8	69.3
2007	RUET	ND	Verde	41.38	58.2	74.7
2007	RUET	ND	CA905-749	41.23	61.6	77.3
2007	RUET	ND	ES95	40.2	57.4	95.3
2007	RUET	ND	WA008013	40	59.3	95.3
2007	RUET	ND	CA905-750	39.59	61.4	74.3
2007	RUET	ND	Marquis	37.29	58	104
2007	RUET	ND	Keene	34.05	59.2	87.3
2007	RUET	ND	Chris	31.63	58.3	97
